# x	y	z
-2.314708633566683882e-01	7.960916244986052659e-01	1.453218026550552766e+00
5.436221017226590124e-01	7.857179730186679700e-01	-2.569316731086674910e-01
4.398814243654380202e-02	-3.584846346838829745e-02	-6.425751533470387411e-01
7.593325973751559321e-02	-4.089637070995710277e-01	-8.494100984829946466e-01
-1.905427940365642947e-01	-1.566203435461158255e+00	-1.432045170298633929e-01
6.795441438611210527e-02	-8.277228681805499921e-02	-7.628564072244585770e-01
2.042552469822123962e-01	-3.538810280253500973e-01	4.848765925704907054e-01
-6.552615543040055668e-01	-1.269610498847526747e+00	-2.060820394228805863e-01
1.968578506698956954e-01	1.056168241010433939e-01	-4.202703171305677277e-01
-8.810935820032599758e-03	-3.068451371147237761e-01	3.643601083374317096e-01
1.437203668255818967e-01	-9.208939361781609545e-02	-6.886292866295308235e-01
2.100054400926840981e-01	7.457512027928170362e-02	-1.670550560134446139e-01
6.681048629320800181e-02	1.489210437946502097e-01	1.797149673351508214e+00
-4.313753889229809957e-02	-4.959759736860784862e-01	-8.426969292390420474e-01
1.753451730233880901e-01	-4.692184609408061036e-01	4.460333996184098759e-01
-3.601903901903009131e-01	-1.200155944922496110e+00	-4.706775524216780249e-01
7.656182803893429867e-02	4.686244156704216235e-01	2.476752700373567873e-01
1.830999179737305971e-01	4.277304078207960214e-01	-2.883318585471574269e-01
-8.239146646864439760e-02	-1.142943979515171016e+00	-2.194555717228434955e-01
4.634408679586739938e-02	-1.119728436241686609e+00	-3.133513831451744114e-01
-2.622685753068333958e-01	1.775398871959573133e-01	1.773103327174167410e+00
-4.445492424500820106e-02	5.523334200109569769e-01	7.465643277340509865e-02
5.218091427794219889e-02	-3.003563771288855211e-01	3.953649166979751883e-01
7.009615275761577058e-01	9.043840974452816983e-01	1.565045676916569095e-01
3.322334291422683883e-01	9.327581016652424228e-01	-3.846867047734667810e-01
3.520339417346642907e-01	-1.348709420028730399e+00	-1.978104918244658061e-01
-6.434203422124429306e-01	-3.977517354777134195e-01	2.486015445180584926e-01
-3.249536810713671842e-01	6.579520581122251244e-01	1.326601110663952809e+00
2.553095332717136845e-01	-1.227558340892827893e+00	-8.262432259791779865e-02
2.648734559151065815e-01	8.183516455568168313e-01	-4.521359987288899873e-01
1.596262761534456009e-01	-6.355857904080766119e-01	-9.961826083679509169e-01
2.196521746512246076e-01	1.488707774742535905e-01	-3.843962666957846941e-01
1.311024709222003981e-01	8.501842603059409642e-01	-2.923437723916698094e-01
-1.076693354757757737e+00	-3.926688137812099633e-03	-3.728456579658349923e-02
2.686282040641449834e-02	7.366177106027508303e-01	-2.778331669354751066e-01
1.428839671747443030e-01	-3.984278270008678180e-01	5.012106319632215756e-01
1.623516891659619946e-02	4.255673127338384099e-01	1.664670131294897715e+00
